Sample	Type	Group	Chr	Ratio	Mapped	Total
NAcY5	NAc	Young	chr3	0.0495	4262921	86157104
NAcY5	NAc	Young	chr4	0.056	4825266	86157104
NAcY5	NAc	Young	chr5	0.051	4397675	86157104
NAcY5	NAc	Young	chr6	0.0578	4979109	86157104
NAcY5	NAc	Young	chr7	0.0718	6182629	86157104
NAcY5	NAc	Young	chr8	0.0528	4547938	86157104
NAcY5	NAc	Young	chr9	0.061	5252938	86157104
NAcY5	NAc	Young	chr10	0.0602	5186871	86157104
NAcY5	NAc	Young	chr11	0.0513	4423544	86157104
NAcY5	NAc	Young	chr12	0.0451	3884755	86157104
NAcY5	NAc	Young	chr13	0.046	3964512	86157104
NAcY5	NAc	Young	chr14	0.04	3447035	86157104
NAcY5	NAc	Young	chr15	0.0394	3391197	86157104
NAcY5	NAc	Young	chr16	0.0321	2762104	86157104
NAcY5	NAc	Young	chr17	0.0306	2638447	86157104
NAcY5	NAc	Young	chr18	0.0315	2713948	86157104
NAcY5	NAc	Young	chr19	0.0215	1855880	86157104
NAcY5	NAc	Young	chrM	0.1298	11180176	86157104
NAcY5	NAc	Young	chrX	0.0235	2021632	86157104
NAcY5	NAc	Young	chrY	0.012	1037959	86157104
NAcY5	NAc	Young	UnMapped	0.03959999999999997	3554400	86157104
NAcY6	NAc	Young	chr1	0.1047	8452746	80756695
NAcY6	NAc	Young	chr2	0.0958	7737832	80756695
NAcY6	NAc	Young	chr3	0.0488	3943061	80756695
NAcY6	NAc	Young	chr4	0.0579	4672822	80756695
NAcY6	NAc	Young	chr5	0.0509	4110599	80756695
NAcY6	NAc	Young	chr6	0.046	3714683	80756695
NAcY6	NAc	Young	chr7	0.0512	4133438	80756695
NAcY6	NAc	Young	chr8	0.0376	3033409	80756695
NAcY6	NAc	Young	chr9	0.0685	5529283	80756695
NAcY6	NAc	Young	chr10	0.0438	3540085	80756695
NAcY6	NAc	Young	chr11	0.0351	2833128	80756695
NAcY6	NAc	Young	chr12	0.043	3473012	80756695
NAcY6	NAc	Young	chr13	0.0334	2699929	80756695
NAcY6	NAc	Young	chr14	0.0385	3107841	80756695
NAcY6	NAc	Young	chr15	0.0278	2243182	80756695
NAcY6	NAc	Young	chr16	0.0321	2593804	80756695
NAcY6	NAc	Young	chr17	0.032	2587517	80756695
NAcY6	NAc	Young	chr18	0.0252	2035770	80756695
NAcY6	NAc	Young	chr19	0.0195	1573037	80756695
NAcY6	NAc	Young	chrM	0.1972	15926648	80756695
NAcY6	NAc	Young	chrX	0.0246	1989267	80756695
NAcY6	NAc	Young	chrY	0.017	1368941	80756695
NAcY6	NAc	Young	UnMapped	0.06699999999999995	5802261	80756695
NAcY7	NAc	Young	chr1	0.059	3163170	53619407
NAcY7	NAc	Young	chr2	0.0769	4125547	53619407
NAcY7	NAc	Young	chr3	0.0675	3617120	53619407
NAcY7	NAc	Young	chr4	0.0858	4600360	53619407
NAcY7	NAc	Young	chr5	0.1262	6764418	53619407
NAcY7	NAc	Young	chr6	0.0554	2970011	53619407
NAcY7	NAc	Young	chr7	0.0542	2908440	53619407
NAcY7	NAc	Young	chr8	0.0476	2552153	53619407
NAcY7	NAc	Young	chr9	0.0508	2722484	53619407
NAcY7	NAc	Young	chr10	0.0553	2964959	53619407
NAcY7	NAc	Young	chr11	0.051	2734157	53619407
NAcY7	NAc	Young	chr12	0.05	2682924	53619407
NAcY7	NAc	Young	chr13	0.0328	1759326	53619407
NAcY7	NAc	Young	chr14	0.033	1767687	53619407
NAcY7	NAc	Young	chr15	0.0541	2900288	53619407
NAcY7	NAc	Young	chr16	0.0405	2169847	53619407
NAcY7	NAc	Young	chr17	0.0527	2823091	53619407
NAcY7	NAc	Young	chr18	0.0287	1541266	53619407
NAcY7	NAc	Young	chr19	0.0467	2505587	53619407
NAcY7	NAc	Young	chrM	0.0084	451619	53619407
NAcY7	NAc	Young	chrX	0.0595	3192692	53619407
NAcY7	NAc	Young	chrY	0.0087	466115	53619407
NAcY7	NAc	Young	UnMapped	0.2267	15718959	53619407
OBA1	OB	Aged	chr1	0.098	9922440	101226872
OBA1	OB	Aged	chr2	0.0833	8435421	101226872
OBA1	OB	Aged	chr3	0.0574	5809600	101226872
OBA1	OB	Aged	chr4	0.0544	5504252	101226872
OBA1	OB	Aged	chr5	0.0547	5535864	101226872
OBA1	OB	Aged	chr6	0.0642	6503657	101226872
OBA1	OB	Aged	chr7	0.0568	5750371	101226872
OBA1	OB	Aged	chr8	0.0428	4333842	101226872
OBA1	OB	Aged	chr9	0.0594	6013775	101226872
OBA1	OB	Aged	chr10	0.0641	6486768	101226872
OBA1	OB	Aged	chr11	0.0463	4684483	101226872
OBA1	OB	Aged	chr12	0.0536	5422471	101226872
OBA1	OB	Aged	chr13	0.0494	4999662	101226872
OBA1	OB	Aged	chr14	0.0531	5378344	101226872
OBA1	OB	Aged	chr15	0.034	3440156	101226872
OBA1	OB	Aged	chr16	0.0343	3472552	101226872
OBA1	OB	Aged	chr17	0.0445	4503303	101226872
OBA1	OB	Aged	chr18	0.0313	3168261	101226872
OBA1	OB	Aged	chr19	0.0229	2320947	101226872
OBA1	OB	Aged	chrM	0.0579	5861207	101226872
OBA1	OB	Aged	chrX	0.0297	3005668	101226872
OBA1	OB	Aged	chrY	0.0196	1984059	101226872
OBA1	OB	Aged	UnMapped	0.006099999999999994	625850	101226872
OBA2	OB	Aged	chr1	0.0876	10450779	119359492
OBA2	OB	Aged	chr2	0.0877	10471091	119359492
OBA2	OB	Aged	chr3	0.0602	7185282	119359492
OBA2	OB	Aged	chr4	0.0516	6163711	119359492
OBA2	OB	Aged	chr5	0.0607	7244120	119359492
OBA2	OB	Aged	chr6	0.0566	6759147	119359492
OBA2	OB	Aged	chr7	0.0501	5977633	119359492
OBA2	OB	Aged	chr8	0.0497	5937204	119359492
OBA2	OB	Aged	chr9	0.0658	7856808	119359492
OBA2	OB	Aged	chr10	0.055	6560382	119359492
OBA2	OB	Aged	chr11	0.049	5848810	119359492
OBA2	OB	Aged	chr12	0.0529	6315267	119359492
OBA2	OB	Aged	chr13	0.0441	5261089	119359492
OBA2	OB	Aged	chr14	0.0503	6001640	119359492
OBA2	OB	Aged	chr15	0.0517	6172704	119359492
OBA2	OB	Aged	chr16	0.0354	4227824	119359492
OBA2	OB	Aged	chr17	0.0297	3540616	119359492
OBA2	OB	Aged	chr18	0.0306	3648618	119359492
OBA2	OB	Aged	chr19	0.0231	2761451	119359492
OBA2	OB	Aged	chrM	0.0887	10592383	119359492
OBA2	OB	Aged	chrX	0.031	3705005	119359492
OBA2	OB	Aged	chrY	0.0102	1223131	119359492
OBA2	OB	Aged	UnMapped	0.007399999999999962	888518	119359492
OBA3	OB	Aged	chr1	0.0885	10266614	116026971
OBA3	OB	Aged	chr2	0.0705	8181765	116026971
OBA3	OB	Aged	chr3	0.0617	7157108	116026971
OBA3	OB	Aged	chr4	0.0614	7119384	116026971
OBA3	OB	Aged	chr5	0.0572	6633754	116026971
OBA3	OB	Aged	chr6	0.0516	5983993	116026971
OBA3	OB	Aged	chr7	0.0519	6023658	116026971
OBA3	OB	Aged	chr8	0.0507	5887904	116026971
OBA3	OB	Aged	chr9	0.0566	6562221	116026971
OBA3	OB	Aged	chr10	0.0565	6552275	116026971
OBA3	OB	Aged	chr11	0.0541	6271821	116026971
OBA3	OB	Aged	chr12	0.0465	5397331	116026971
OBA3	OB	Aged	chr13	0.048	5565550	116026971
OBA3	OB	Aged	chr14	0.0453	5258913	116026971
OBA3	OB	Aged	chr15	0.0376	4365184	116026971
OBA3	OB	Aged	chr16	0.0335	3884943	116026971
OBA3	OB	Aged	chr17	0.0444	5154529	116026971
OBA3	OB	Aged	chr18	0.0351	4074614	116026971
OBA3	OB	Aged	chr19	0.0235	2729019	116026971
OBA3	OB	Aged	chrM	0.0986	11445943	116026971
OBA3	OB	Aged	chrX	0.0292	3393270	116026971
OBA3	OB	Aged	chrY	0.0146	1695518	116026971
OBA3	OB	Aged	UnMapped	0.008000000000000007	933333	116026971
OBA4	OB	Aged	chr1	0.0855	10473143	122499013
OBA4	OB	Aged	chr2	0.0845	10348621	122499013
OBA4	OB	Aged	chr3	0.0559	6842900	122499013
OBA4	OB	Aged	chr4	0.0585	7170323	122499013
OBA4	OB	Aged	chr5	0.0623	7635298	122499013
OBA4	OB	Aged	chr6	0.0643	7875843	122499013
OBA4	OB	Aged	chr7	0.0529	6476281	122499013
OBA4	OB	Aged	chr8	0.0484	5925168	122499013
OBA4	OB	Aged	chr9	0.0583	7141632	122499013
OBA4	OB	Aged	chr10	0.0514	6296596	122499013
OBA4	OB	Aged	chr11	0.0577	7072922	122499013
OBA4	OB	Aged	chr12	0.0493	6039823	122499013
OBA4	OB	Aged	chr13	0.0488	5981330	122499013
OBA4	OB	Aged	chr14	0.0602	7376559	122499013
OBA4	OB	Aged	chr15	0.0403	4942013	122499013
OBA4	OB	Aged	chr16	0.0446	5469074	122499013
OBA4	OB	Aged	chr17	0.0436	5335676	122499013
OBA4	OB	Aged	chr18	0.0317	3887134	122499013
OBA4	OB	Aged	chr19	0.0241	2952338	122499013
OBA4	OB	Aged	chrM	0.0586	7179482	122499013
OBA4	OB	Aged	chrX	0.0301	3681298	122499013
OBA4	OB	Aged	chrY	0.0145	1778186	122499013
OBA4	OB	Aged	UnMapped	0.006700000000000039	823127	122499013
OBA5	OB	Aged	chr1	0.0832	9925619	119233956
OBA5	OB	Aged	chr2	0.0732	8725290	119233956
OBA5	OB	Aged	chr3	0.056	6680520	119233956
OBA5	OB	Aged	chr4	0.0606	7220187	119233956
OBA5	OB	Aged	chr5	0.08	9544345	119233956
OBA5	OB	Aged	chr6	0.066	7873865	119233956
OBA5	OB	Aged	chr7	0.0507	6042898	119233956
OBA5	OB	Aged	chr8	0.052	6199292	119233956
OBA5	OB	Aged	chr9	0.0546	6513429	119233956
OBA5	OB	Aged	chr10	0.0499	5948168	119233956
OBA5	OB	Aged	chr11	0.0539	6428665	119233956
OBA5	OB	Aged	chr12	0.039	4652129	119233956
OBA5	OB	Aged	chr13	0.044	5245609	119233956
OBA5	OB	Aged	chr14	0.051	6083708	119233956
OBA5	OB	Aged	chr15	0.0462	5513707	119233956
OBA5	OB	Aged	chr16	0.0479	5717129	119233956
OBA5	OB	Aged	chr17	0.027	3223454	119233956
OBA5	OB	Aged	chr18	0.0447	5330582	119233956
OBA5	OB	Aged	chr19	0.0292	3484451	119233956
OBA5	OB	Aged	chrM	0.0694	8270763	119233956
OBA5	OB	Aged	chrX	0.0307	3666078	119233956
OBA5	OB	Aged	chrY	0.0129	1543794	119233956
OBA5	OB	Aged	UnMapped	0.01419999999999999	1716220	119233956
OBA6	OB	Aged	chr1	0.077	7116225	92462707
OBA6	OB	Aged	chr2	0.1008	9320448	92462707
OBA6	OB	Aged	chr3	0.0544	5033722	92462707
OBA6	OB	Aged	chr4	0.0653	6034372	92462707
OBA6	OB	Aged	chr5	0.0557	5151297	92462707
OBA6	OB	Aged	chr6	0.0606	5599970	92462707
OBA6	OB	Aged	chr7	0.062	5729741	92462707
OBA6	OB	Aged	chr8	0.0505	4672071	92462707
OBA6	OB	Aged	chr9	0.0868	8028649	92462707
OBA6	OB	Aged	chr10	0.0501	4634481	92462707
OBA6	OB	Aged	chr11	0.0524	4844861	92462707
OBA6	OB	Aged	chr12	0.0513	4745522	92462707
OBA6	OB	Aged	chr13	0.0472	4361073	92462707
OBA6	OB	Aged	chr14	0.0512	4733955	92462707
OBA6	OB	Aged	chr15	0.0358	3311516	92462707
OBA6	OB	Aged	chr16	0.0348	3219995	92462707
OBA6	OB	Aged	chr17	0.0415	3833724	92462707
OBA6	OB	Aged	chr18	0.0347	3205225	92462707
OBA6	OB	Aged	chr19	0.0229	2113557	92462707
OBA6	OB	Aged	chrM	0.0397	3672106	92462707
OBA6	OB	Aged	chrX	0.0269	2487288	92462707
OBA6	OB	Aged	chrY	0.0135	1248493	92462707
OBA6	OB	Aged	UnMapped	0.0043999999999999595	405327	92462707
OBA7	OB	Aged	chr1	0.0812	10258316	126298308
OBA7	OB	Aged	chr2	0.0829	10464087	126298308
OBA7	OB	Aged	chr3	0.0555	7008216	126298308
OBA7	OB	Aged	chr4	0.055	6941223	126298308
OBA7	OB	Aged	chr5	0.0604	7623434	126298308
OBA7	OB	Aged	chr6	0.0613	7739472	126298308
OBA7	OB	Aged	chr7	0.0612	7730021	126298308
OBA7	OB	Aged	chr8	0.0596	7526749	126298308
OBA7	OB	Aged	chr9	0.0699	8833946	126298308
OBA7	OB	Aged	chr10	0.0488	6157614	126298308
OBA7	OB	Aged	chr11	0.0526	6639977	126298308
OBA7	OB	Aged	chr12	0.0506	6395289	126298308
OBA7	OB	Aged	chr13	0.047	5935717	126298308
OBA7	OB	Aged	chr14	0.0485	6129021	126298308
OBA7	OB	Aged	chr15	0.0424	5360504	126298308
OBA7	OB	Aged	chr16	0.0357	4508815	126298308
OBA7	OB	Aged	chr17	0.0386	4874700	126298308
OBA7	OB	Aged	chr18	0.0342	4314693	126298308
OBA7	OB	Aged	chr19	0.0267	3377850	126298308
OBA7	OB	Aged	chrM	0.0651	8225502	126298308
OBA7	OB	Aged	chrX	0.0347	4380906	126298308
OBA7	OB	Aged	chrY	0.0171	2154337	126298308
OBA7	OB	Aged	UnMapped	0.00880000000000003	1125180	126298308
OBY1	OB	Young	chr1	0.0895	9716682	108575153
OBY1	OB	Young	chr2	0.0734	7966975	108575153
OBY1	OB	Young	chr3	0.056	6082731	108575153
OBY1	OB	Young	chr4	0.0588	6381062	108575153
OBY1	OB	Young	chr5	0.0559	6065069	108575153
OBY1	OB	Young	chr6	0.0658	7142454	108575153
OBY1	OB	Young	chr7	0.0596	6468957	108575153
OBY1	OB	Young	chr8	0.0476	5165115	108575153
OBY1	OB	Young	chr9	0.0671	7289002	108575153
OBY1	OB	Young	chr10	0.0577	6260919	108575153
OBY1	OB	Young	chr11	0.0494	5363740	108575153
OBY1	OB	Young	chr12	0.0488	5301622	108575153
OBY1	OB	Young	chr13	0.0434	4717199	108575153
OBY1	OB	Young	chr14	0.049	5318499	108575153
OBY1	OB	Young	chr15	0.0399	4336716	108575153
OBY1	OB	Young	chr16	0.0387	4203098	108575153
OBY1	OB	Young	chr17	0.0406	4407154	108575153
OBY1	OB	Young	chr18	0.0376	4077759	108575153
OBY1	OB	Young	chr19	0.0195	2119837	108575153
OBY1	OB	Young	chrM	0.0849	9219176	108575153
OBY1	OB	Young	chrX	0.0347	3769054	108575153
OBY1	OB	Young	chrY	0.0145	1571496	108575153
OBY1	OB	Young	UnMapped	0.0037000000000000366	401869	108575153
OBY2	OB	Young	chr1	0.0848	8785003	103589539
OBY2	OB	Young	chr2	0.0858	8890603	103589539
OBY2	OB	Young	chr3	0.0592	6135992	103589539
OBY2	OB	Young	chr4	0.0619	6408078	103589539
OBY2	OB	Young	chr5	0.0564	5838213	103589539
OBY2	OB	Young	chr6	0.0659	6829004	103589539
OBY2	OB	Young	chr7	0.0668	6924638	103589539
OBY2	OB	Young	chr8	0.0637	6593892	103589539
OBY2	OB	Young	chr9	0.0675	6987948	103589539
OBY2	OB	Young	chr10	0.0513	5317935	103589539
OBY2	OB	Young	chr11	0.0492	5092359	103589539
OBY2	OB	Young	chr12	0.0536	5548792	103589539
OBY2	OB	Young	chr13	0.0519	5374383	103589539
OBY2	OB	Young	chr14	0.0547	5663049	103589539
OBY2	OB	Young	chr15	0.0468	4849167	103589539
OBY2	OB	Young	chr16	0.0417	4318830	103589539
OBY2	OB	Young	chr17	0.0428	4438507	103589539
OBY2	OB	Young	chr18	0.0295	3051164	103589539
OBY2	OB	Young	chr19	0.0236	2441786	103589539
OBY2	OB	Young	chrM	0.0361	3735195	103589539
OBY2	OB	Young	chrX	0.0307	3176208	103589539
OBY2	OB	Young	chrY	0.0143	1478746	103589539
OBY2	OB	Young	UnMapped	0.0039000000000000146	404383	103589539
OBY3	OB	Young	chr1	0.0841	11041952	131242648
OBY3	OB	Young	chr2	0.0924	12127187	131242648
OBY3	OB	Young	chr3	0.0535	7023544	131242648
OBY3	OB	Young	chr4	0.0702	9206901	131242648
OBY3	OB	Young	chr5	0.058	7616084	131242648
OBY3	OB	Young	chr6	0.0626	8220320	131242648
OBY3	OB	Young	chr7	0.0561	7362363	131242648
OBY3	OB	Young	chr8	0.0519	6816569	131242648
OBY3	OB	Young	chr9	0.0569	7464828	131242648
OBY3	OB	Young	chr10	0.0504	6609283	131242648
OBY3	OB	Young	chr11	0.0468	6146082	131242648
OBY3	OB	Young	chr12	0.044	5779148	131242648
OBY3	OB	Young	chr13	0.0448	5877296	131242648
OBY3	OB	Young	chr14	0.0471	6182358	131242648
OBY3	OB	Young	chr15	0.039	5118959	131242648
OBY3	OB	Young	chr16	0.0444	5829167	131242648
OBY3	OB	Young	chr17	0.0496	6510279	131242648
OBY3	OB	Young	chr18	0.0341	4476688	131242648
OBY3	OB	Young	chr19	0.0267	3503401	131242648
OBY3	OB	Young	chrM	0.0969	12717461	131242648
OBY3	OB	Young	chrX	0.0286	3754542	131242648
OBY3	OB	Young	chrY	0.0133	1750463	131242648
OBY3	OB	Young	UnMapped	0.01970000000000005	2641364	131242648
OBY4	OB	Young	chr1	0.0845	9008674	106623185
OBY4	OB	Young	chr2	0.0891	9501029	106623185
OBY4	OB	Young	chr3	0.0619	6601422	106623185
OBY4	OB	Young	chr4	0.0669	7128085	106623185
OBY4	OB	Young	chr5	0.0731	7791182	106623185
OBY4	OB	Young	chr6	0.0568	6058483	106623185
OBY4	OB	Young	chr7	0.0603	6428248	106623185
OBY4	OB	Young	chr8	0.0519	5529709	106623185
OBY4	OB	Young	chr9	0.0714	7614429	106623185
OBY4	OB	Young	chr10	0.0456	4865266	106623185
OBY4	OB	Young	chr11	0.0577	6151669	106623185
OBY4	OB	Young	chr12	0.0514	5475552	106623185
OBY4	OB	Young	chr13	0.0492	5242275	106623185
OBY4	OB	Young	chr14	0.0476	5079314	106623185
OBY4	OB	Young	chr15	0.0395	4209517	106623185
OBY4	OB	Young	chr16	0.0417	4450741	106623185
OBY4	OB	Young	chr17	0.0378	4035478	106623185
OBY4	OB	Young	chr18	0.0335	3566613	106623185
OBY4	OB	Young	chr19	0.0232	2475065	106623185
OBY4	OB	Young	chrM	0.0458	4878314	106623185
OBY4	OB	Young	chrX	0.0342	3642294	106623185
OBY4	OB	Young	chrY	0.0127	1349655	106623185
OBY4	OB	Young	UnMapped	0.0043999999999999595	473445	106623185
OBY5	OB	Young	chr1	0.0776	8840581	113882893
OBY5	OB	Young	chr2	0.0829	9438448	113882893
OBY5	OB	Young	chr3	0.0666	7586360	113882893
OBY5	OB	Young	chr4	0.0642	7307305	113882893
OBY5	OB	Young	chr5	0.0643	7327262	113882893
OBY5	OB	Young	chr6	0.064	7290846	113882893
OBY5	OB	Young	chr7	0.0595	6773706	113882893
OBY5	OB	Young	chr8	0.057	6490211	113882893
OBY5	OB	Young	chr9	0.0571	6499468	113882893
OBY5	OB	Young	chr10	0.0563	6411032	113882893
OBY5	OB	Young	chr11	0.0582	6631748	113882893
OBY5	OB	Young	chr12	0.0562	6400999	113882893
OBY5	OB	Young	chr13	0.0491	5587419	113882893
OBY5	OB	Young	chr14	0.0488	5557383	113882893
OBY5	OB	Young	chr15	0.036	4098636	113882893
OBY5	OB	Young	chr16	0.0417	4751606	113882893
OBY5	OB	Young	chr17	0.0368	4190319	113882893
OBY5	OB	Young	chr18	0.0394	4487968	113882893
OBY5	OB	Young	chr19	0.0273	3109289	113882893
OBY5	OB	Young	chrM	0.0474	5396181	113882893
OBY5	OB	Young	chrX	0.0323	3677023	113882893
OBY5	OB	Young	chrY	0.015	1713923	113882893
OBY5	OB	Young	UnMapped	0.0041999999999999815	477807	113882893
OBY6	OB	Young	chr1	0.1061	11476152	108139386
OBY6	OB	Young	chr2	0.0727	7859430	108139386
OBY6	OB	Young	chr3	0.062	6706162	108139386
OBY6	OB	Young	chr4	0.0628	6794699	108139386
OBY6	OB	Young	chr5	0.0451	4878630	108139386
OBY6	OB	Young	chr6	0.0682	7374647	108139386
OBY6	OB	Young	chr7	0.0639	6911308	108139386
OBY6	OB	Young	chr8	0.049	5300038	108139386
OBY6	OB	Young	chr9	0.0617	6674903	108139386
OBY6	OB	Young	chr10	0.056	6052468	108139386
OBY6	OB	Young	chr11	0.0626	6768692	108139386
OBY6	OB	Young	chr12	0.047	5082762	108139386
OBY6	OB	Young	chr13	0.0502	5433100	108139386
OBY6	OB	Young	chr14	0.0451	4872171	108139386
OBY6	OB	Young	chr15	0.0406	4386454	108139386
OBY6	OB	Young	chr16	0.0382	4128656	108139386
OBY6	OB	Young	chr17	0.0386	4179051	108139386
OBY6	OB	Young	chr18	0.0332	3589134	108139386
OBY6	OB	Young	chr19	0.0301	3258338	108139386
OBY6	OB	Young	chrM	0.0853	9225147	108139386
OBY6	OB	Young	chrX	0.0307	3321807	108139386
OBY6	OB	Young	chrY	0.0064	697143	108139386
OBY6	OB	Young	UnMapped	0.00649999999999995	705730	108139386
OBY7	OB	Young	chr1	0.0917	10778920	117568390
OBY7	OB	Young	chr2	0.0896	10535703	117568390
OBY7	OB	Young	chr3	0.0537	6308787	117568390
OBY7	OB	Young	chr4	0.0613	7207787	117568390
OBY7	OB	Young	chr5	0.0585	6875503	117568390
OBY7	OB	Young	chr6	0.0555	6530452	117568390
OBY7	OB	Young	chr7	0.0544	6396274	117568390
OBY7	OB	Young	chr8	0.046	5406188	117568390
OBY7	OB	Young	chr9	0.0607	7139271	117568390
OBY7	OB	Young	chr10	0.0475	5582720	117568390
OBY7	OB	Young	chr11	0.0586	6884275	117568390
OBY7	OB	Young	chr12	0.0513	6027482	117568390
OBY7	OB	Young	chr13	0.0569	6686716	117568390
OBY7	OB	Young	chr14	0.0508	5967619	117568390
OBY7	OB	Young	chr15	0.05	5880100	117568390
OBY7	OB	Young	chr16	0.032	3758554	117568390
OBY7	OB	Young	chr17	0.0365	4293467	117568390
OBY7	OB	Young	chr18	0.0338	3974394	117568390
OBY7	OB	Young	chr19	0.0273	3213005	117568390
OBY7	OB	Young	chrM	0.0794	9330162	117568390
OBY7	OB	Young	chrX	0.0294	3452129	117568390
OBY7	OB	Young	chrY	0.0161	1890935	117568390
OBY7	OB	Young	UnMapped	0.0040999999999999925	489594	117568390
PFCA1	mPFC	Aged	chr1	0.0677	5657695	83557071
PFCA1	mPFC	Aged	chr2	0.0961	8033170	83557071
PFCA1	mPFC	Aged	chr3	0.0543	4539542	83557071
PFCA1	mPFC	Aged	chr4	0.0701	5853901	83557071
PFCA1	mPFC	Aged	chr5	0.0663	5540443	83557071
PFCA1	mPFC	Aged	chr6	0.0482	4031507	83557071
PFCA1	mPFC	Aged	chr7	0.0739	6174322	83557071
PFCA1	mPFC	Aged	chr8	0.058	4845473	83557071
PFCA1	mPFC	Aged	chr9	0.0526	4394302	83557071
PFCA1	mPFC	Aged	chr10	0.0517	4324071	83557071
PFCA1	mPFC	Aged	chr11	0.0545	4554704	83557071
PFCA1	mPFC	Aged	chr12	0.0424	3546891	83557071
PFCA1	mPFC	Aged	chr13	0.0381	3180697	83557071
PFCA1	mPFC	Aged	chr14	0.0411	3434146	83557071
PFCA1	mPFC	Aged	chr15	0.0645	5387017	83557071
PFCA1	mPFC	Aged	chr16	0.038	3174016	83557071
PFCA1	mPFC	Aged	chr17	0.0486	4061848	83557071
PFCA1	mPFC	Aged	chr18	0.0266	2220354	83557071
PFCA1	mPFC	Aged	chr19	0.0387	3230275	83557071
PFCA1	mPFC	Aged	chrM	0.0491	4103437	83557071
PFCA1	mPFC	Aged	chrX	0.031	2587746	83557071
PFCA1	mPFC	Aged	chrY	0.0085	709760	83557071
PFCA1	mPFC	Aged	UnMapped	0.2379	26079591	83557071
PFCA2	mPFC	Aged	chr1	0.1018	10911496	107206839
PFCA2	mPFC	Aged	chr2	0.0688	7380340	107206839
PFCA2	mPFC	Aged	chr3	0.0554	5935963	107206839
PFCA2	mPFC	Aged	chr4	0.0559	5988041	107206839
PFCA2	mPFC	Aged	chr5	0.0565	6057061	107206839
PFCA2	mPFC	Aged	chr6	0.0485	5197279	107206839
PFCA2	mPFC	Aged	chr7	0.0466	4995525	107206839
PFCA2	mPFC	Aged	chr8	0.0508	5442596	107206839
PFCA2	mPFC	Aged	chr9	0.0543	5822132	107206839
PFCA2	mPFC	Aged	chr10	0.0418	4485293	107206839
PFCA2	mPFC	Aged	chr11	0.0462	4951956	107206839
PFCA2	mPFC	Aged	chr12	0.0423	4530961	107206839
PFCA2	mPFC	Aged	chr13	0.043	4606094	107206839
PFCA2	mPFC	Aged	chr14	0.0431	4624925	107206839
PFCA2	mPFC	Aged	chr15	0.0311	3338150	107206839
PFCA2	mPFC	Aged	chr16	0.0284	3048036	107206839
PFCA2	mPFC	Aged	chr17	0.0323	3466186	107206839
PFCA2	mPFC	Aged	chr18	0.0324	3476872	107206839
PFCA2	mPFC	Aged	chr19	0.0218	2333069	107206839
PFCA2	mPFC	Aged	chrM	0.1765	18921809	107206839
PFCA2	mPFC	Aged	chrX	0.0351	3762223	107206839
PFCA2	mPFC	Aged	chrY	0.0153	1636669	107206839
PFCA2	mPFC	Aged	UnMapped	0.07369999999999999	8532967	107206839
PFCA3	mPFC	Aged	chr1	0.0901	9761165	108312376
PFCA3	mPFC	Aged	chr2	0.0965	10450757	108312376
PFCA3	mPFC	Aged	chr3	0.067	7255240	108312376
PFCA3	mPFC	Aged	chr4	0.0628	6805915	108312376
PFCA3	mPFC	Aged	chr5	0.0603	6531244	108312376
PFCA3	mPFC	Aged	chr6	0.0547	5926342	108312376
PFCA3	mPFC	Aged	chr7	0.0516	5588504	108312376
PFCA3	mPFC	Aged	chr8	0.0541	5856208	108312376
PFCA3	mPFC	Aged	chr9	0.0571	6188442	108312376
PFCA3	mPFC	Aged	chr10	0.0489	5296451	108312376
PFCA3	mPFC	Aged	chr11	0.0569	6163833	108312376
PFCA3	mPFC	Aged	chr12	0.0534	5788912	108312376
PFCA3	mPFC	Aged	chr13	0.0442	4782303	108312376
PFCA3	mPFC	Aged	chr14	0.0505	5473223	108312376
PFCA3	mPFC	Aged	chr15	0.0513	5556129	108312376
PFCA3	mPFC	Aged	chr16	0.0541	5854937	108312376
PFCA3	mPFC	Aged	chr17	0.0344	3725954	108312376
PFCA3	mPFC	Aged	chr18	0.0414	4482696	108312376
PFCA3	mPFC	Aged	chr19	0.0301	3260657	108312376
PFCA3	mPFC	Aged	chrM	0.0386	4177658	108312376
PFCA3	mPFC	Aged	chrX	0.0301	3263004	108312376
PFCA3	mPFC	Aged	chrY	0.0105	1134238	108312376
PFCA3	mPFC	Aged	UnMapped	0.09019999999999995	10734996	108312376
PFCA4	mPFC	Aged	chr1	0.0894	8687951	97137931
PFCA4	mPFC	Aged	chr2	0.0879	8537177	97137931
PFCA4	mPFC	Aged	chr3	0.0564	5482214	97137931
PFCA4	mPFC	Aged	chr4	0.0626	6083675	97137931
PFCA4	mPFC	Aged	chr5	0.0617	5990665	97137931
PFCA4	mPFC	Aged	chr6	0.0615	5972975	97137931
PFCA4	mPFC	Aged	chr7	0.0571	5550304	97137931
PFCA4	mPFC	Aged	chr8	0.0595	5781280	97137931
PFCA4	mPFC	Aged	chr9	0.0703	6833599	97137931
PFCA4	mPFC	Aged	chr10	0.0494	4802983	97137931
PFCA4	mPFC	Aged	chr11	0.0499	4851737	97137931
PFCA4	mPFC	Aged	chr12	0.0557	5407778	97137931
PFCA4	mPFC	Aged	chr13	0.0513	4986366	97137931
PFCA4	mPFC	Aged	chr14	0.0514	4990899	97137931
PFCA4	mPFC	Aged	chr15	0.0436	4234413	97137931
PFCA4	mPFC	Aged	chr16	0.0324	3146680	97137931
